item_id,query_mod,question,review,human_ans_spans,human_ans_indices
B0007QKMQY,other,How is the camera?,"I have a different lens, but I'm sure the standard is good for most people...  The camera is awesome. ANSWERNOTFOUND",The camera is awesome,"(79, 100)"
B004J3V90Y,perfect,How is the camera?,"Wow.  This camera is amazing.  This is my first dSLR camera and I might as well have never been taking pictures when I had my point-and-shoot.  I wanted a camera that was capable of actually taking useable pictures indoors and also have a touch of zoom on it.  This does both great.  I can't believe the quality and clarity indoors, even at night.  With hardly any lights on it can take crisp photos with ease.  I was able to zoom across a dimly lit 40-foot room, use the flash, and read the serial numbers off my camera's box!  Amazing.The standard flash seems to work pretty well.  I'll probably get an external flash eventually, but the one it comes with works great.  Seems to be pretty powerful.  I haven't tested it outside at night yet, though.I've only played with the video capabilities briefly.  You set it up by finding your focus point and then roll from there.  It keeps the focus well and only small adjustments are needed when depth in your focused subject changes.  Might take a little work knowing when and how to change the focus during some action shots but eventually the non-autofocus throughout the video could end up being a positive rather than a negative due to customizing capabilities.The camera seems solid, but very light.  I couldn't believe the difference between this camera and my dad's 60D (which had a smaller lens on his as well).  It seems significantly lighter.  I thought this was a great feature since I'll probably use the camera a lot on the go.The functions of the camera make sense.  While I'm just a beginner, there seems to be a lot of room to learn with the camera.  The ease of use is easy enough for my wife to follow without having to learn all the intricacies to shooting a manual shot.  Yet all the manual capabilities are there when you want it.The live view screen is large, bright, and crisp.  Very easy to read in any light setting.Overall, I LOVE the camera.  While I would probably love any dSLR just coming from a point-and-shoot, the features of this camera are what attracted me to it.  It is light, powerful, and easy to use with flexibility to grow.  With such a powerful sensor for pictures and 1080p video capabilities, I feel this camera will be in my bag for many years to come. ANSWERNOTFOUND",This camera is amazing,"(6, 28)"
B002RL875A,little,What is the small problem?,"So I have been using my Sony universal remote that costs $60.  It was a decent remote and does have 1-button turn on multiple systems option.  I would say it covers 95% of my need, but when I see this nice touch screen universal remote from Logitech that requires internet/software to sync up, I thought maybe I should pay $160 for the touch screen, and given that it would always have the latest update, it must cover all the edge cases and 100% of my need!  Well boy was I wrong--I didn't even get 1% out of this remote!First I am fairly comfortable w/ computer and I have never had issues installing/updating any software, so it's surprising to me that they can screw this up.  But after running into the below issues, I am going to return it (nope, not going to waste time calling their CS)1.  First issue:  It could find my DirecTV DVDR and I need to get the remote to teach it (hey my Sony UR needs to do this too--without any software!  But fine, I did play along)2.  After configuring the software w/ all the  devices, I try to update the H1 remote.  The update got stuck at 3%.3.  It recommended me that I disable my anti-virus and firewall (already off).  So I did and tried again.  Same problem.4.  Googled ""harmony one stuck at 3%"", turns out it's a common issue (so common that when I typed ""Harmony one st"" it autocompletes ""Stuck at 3%"").  There's supposed to be an alternate way to update using a website (If that's the case, why do I need to install the software on my computer!?)5.  Unfortunately, even using the website, the install still stalled at 3%.  I could probably try to reboot my PC and see if that would make a difference, but nope Logitech I am not going to waste more of my time to fix your product.  Path of least resistance to earn your customer, and you have failed my friend.There was another reviewer (who was lucky enough to actually use the remote) who said he could do all the H1 functions w/ his Sony UR without all the fancy software, by pressing 3-digit codes for each device manufacturer.  I couldn't agree more!  Why not just keep it simple?  I have bought many crappy products before, but this is the first time that a product fails to be even set up!! ANSWERNOTFOUND",Same problem.4 ANSWERNOTFOUND,"(1193, 2212)"
B004O6MN7E,nice,How is the tv?,"I've had this TV for about a week now and it has fantastic picture quality, its also not heavy at all, while I did move the TV around by myself I wouldn't recommend if you are more than a few feet. The TV is incredibly thin, if you get a ultra-thin wall mount (got mine from Monoprice) the distance of the front panel to wall is about 3 inches. Since the remote has a QWERTY keyboard I thought it was going to be very large, however the form factor and size of the remote is very decent. The 240hz motion is a requirement, my friend has a 120hz recently purchased TV and I could immediately tell the difference.PROS: thin profile, smart applications, DLNA, QWERTY remote, 240hz motionCONS: QWERTY remote usability is not integrated into all applications (example QWERTY doesn't work with Youtube app). Thin profile (yes this is a negative as well): all manufacturers that make thin profile TVs should consider separate component units so that you only have to run 1 wire (power + data) to the TV. The thin profile of the TV makes it very difficult to access and modify cables once its wall mounted. The USB ports are definitely inaccessible once the TV is mounted (recommending plugging in a USB extender cable ahead of time)**I got an ultra-thin wall mount and since there's barely 1inch clearance behind the TV you HAVE to dismount the TV in order to modify cable connections, unless you have a retractable wall mount I don't think its possible to make any cable modifications without dismounting the TV. Also I got 24AWG HDMI cables, which are awesome cables but make it more difficult to use with a thin profile TV and ultra-thin wall mount. ANSWERNOTFOUND",The TV is incredibly,"(198, 218)"
B006W8U2MU,awesome,How is the quality of the drive?,"I'm always in search of a solid USB drive that won't break off of my key chain that I keep clipped to my hip.  It's a very small, all-metal enclosure, which I don't see bending or breaking.  I did read that some people had the electronics slip out of the bottom (which upon inspection seems completely possible if the glue gives up), so I put a small piece of tape around the bottom as insurance against that.  It's not the fastest writing drive, but a slightly slower drive is better than a drive that has broken off my key chain and has gone missing completely! ANSWERNOTFOUND","It 's not the fastest writing drive , but a slightly slower drive is better than a drive that has broken off my key chain and has gone missing completely","(411, 562)"
B003NR57BY,small,How to receiver size?,I absolutely love this mouse....it tracks well and I love the unifying received that is very small. The mouse fits my hand perfectly...very comfortable to use for long periods of time. I love the long battery life too...I highly recommend this mouse to anyone! ANSWERNOTFOUND,received that is very small,"(71, 98)"
B00834SJNA,happy,How are the customers?,"Wow, I couldn't believe how fast I received it.I love you people there, I always get a confirmation email within minutes after purchasing that it has already shipped.The price was so much better than any place I looked. The price was so cheap that I'm even going to tell...and this was brand new. ANSWERNOTFOUND",I love you people there,"(47, 70)"
B00G4UQ6U8,similar,How was the sound?,"I have been extremely pleased with Brainwavz S1 headphones. I have not been very impressed with any of the in-ear headphones I have tried in the past due to lack of comfort and poor sound quality. Brainwavzs has a developed a product that has addressed these areas and offers more.Firstly, the ear buds fit comfortably and don't tug on the ears. After an hour of wearing these headphones, my ears still feel fine.  The company includes several different options for inner ear tips. It is trial and error to find the ones that work for you. Secondly, the sound quality is great for my uses. I tried these on an airplane to watch a movie and during a work out to listen to music. As advertised, the bass and vocals were clear and not overbearing. Though they didn't cancel sound as the bulkier headphones do, but the sounds quality was impressive while on the airplane. To note, I did not try any tips other than the tri-flange tips during the plane trip. Additionally, when the outside of the earbuds are rubbed or brush against something during sound play, the sound is not impacted.Some added features that add to this product are the flat wires that cut back on tangling. This seems to work well. They did not require any untangling when getting them out for use. The hard earphone carrying case is great and small.Overall, this is an excellent product. They offer excellent sounds quality in a compact size and an affordable price. I recommend these for anyone searching for good quality ear buds. ANSWERNOTFOUND",poor sound quality the sound quality is great,"(177, 576)"
B004QK7HI8,not good,Does this product is good quality?,"We were trying to live simply and watch less television. We also wanted to save some money by discontinuing our Dish Network service. At first, I was thinking about purchasing an external HDTV antennae but was daunted by the installation. I then decided to look at indoor antennas and came across the Mohu Leaf. I was intrigued that it got excellent reviews. I wasn't very hopeful because of our location. I live in Apex, NC and our subdivision is surrounded by a lot of trees and we get poor AT&T; cellphone service. But I was encouraged that Mohu has a great return policy. I figured that if it didn't work, I will just return it.I plugged it into my HDTV and had the television do a channel search. The first time I did this, I did not get a lot of channels but after moving it a couple of times (and having my TV do another channel search after each move), I was able to get 19 channels! Among a few minor channels, I got the major networks including PBS, CBS, ABC, Fox, NBC, and The CW. And guess what, at normal viewing distances, the picture quality is comparable to Dish!I'm even contemplating of buying a DVR. There are a few devices that don't even require a monthly subscription. But I'm still thinking about this. It's very tempting to be able to record all the network shows like Fringe, Desperate Housewives, or Dancing with the Stars. My main goal, after all, is to watch less television.Very soon, I will cancel my Dish service and this $44 antennae is going to save me lots of money. ANSWERNOTFOUND",and watch television,"(30, 55)"
B009NB8WR0,capable,How is the drive?,"This is the fastest drive I have ever installed. I did my homework and knew this was a highly rated drive, but when my PC provides the login screen 1 second after POST and there is no delay launching anything, (this is WITH AV enabled) you know you have a fast drive. ANSWERNOTFOUND",This is the fastest drive I have ever installed,"(0, 47)"
B00007E7JU,good,Does the optics good?,"First EF lens I've ever owned. It's fast (considering I just upgraded from FD, basically), has great optics, works great as a portrait lens. I dispute claims that it's noisy, as it sounds quite silent next to the sound of my 20D's shutter.Unfortunately it feels like it came out of a cereal box. The lack of a metal mount makes me wonder. And I worry that my lens doesn't say ""MADE IN JAPAN"". Still, the day I got it it fell off my printer onto the floor, about a four foot drop, which it survived entirely without a scratch... we'll see how that goes. One major ergonomic disadvantage, apart from the fact that in your hands the lens feels like something that came out of the cereal box, is the fact that the focusing ring is, like, right at the end of the lens, and is easily turned while holding the lens. I don't have a hood yet, so I sometimes run into problems when I'm holding the lens. ANSWERNOTFOUND",has great optics,"(91, 107)"
B0001FTVEK,not clear,How clear was the sound?,"These were my first wireless headphones after using corded headphones for years. I realize they are probably considered on the low end for wireless, but I did expect at least decent performance and some ability to enjoy music. The headphones are light and not uncomfortable. The recharger works just fine and the distance range is OK. Other than that, they are a total disappointment. The dynamic range seems very compressed around the vocal frequencies with the higher frequencies the most affected although the bass is also weak. Virtually none of my music sounds good. Only a few things which were already lacking in dynamic range originally sound just OK. Too much range and listening enjoyment is simply lost with these headphones.  I don't like them. ANSWERNOTFOUND",none of my music sounds good,"(542, 570)"
B00906HNZU,sturdy,How is the base?,"First of all, I went from an old 21&#34; Samsung monitor to this 27&#34; 1440 display.  What can I say, everything looks gorgeous on it.  The graphics when using windows, the movies, streaming Netflix, all look great.  But the biggest difference was editing photos.  That is where I believe this monitor shines.  Photos are vivid and the colors are great, I did not have to make any adjustments to the factory settings.  I have plenty of real estate to open the photo and have my editing tools open beside it without feeling like I'm running out of room or having to zoom in and out.  Great!  Playing games is awesome, I did not notice any blurring or shadowing, but I'm not a hard core gamer.  I just play an occasional game.  The stand is solid, although it does take up some room on your desk, it's not a deal breaker.Overall, I am extremely pleased with it and recommend it to anyone. ANSWERNOTFOUND",The stand is solid,"(728, 746)"
B003GIJTR8,great,How is the earphone?,"Note:  These have an excellent, no-hassle warranty.  Skullcandy will replace them for any reason, whenever - just go to their website, register your product, and fill out the warranty form.  You will receive CREDIT for their website that you can use on whatever you like, as well as free shipping.  The amount of credit will depend upon the current price of your product on THEIR website - so for the standard INK'D buds, you will get a $20 credit.  You do not need any proof of purchase, and it does not matter how much time has passed - just pop the broken buds into a small envelope and you're good.Firstly, I want to mention a few important tidbits that you should know.1.  Pay attention to the L and R (engraved on the stem) on these earbuds, which can be hard to see.  Do not reverse them, as doing so can affect fit and sound quality.  I find putting a piece of colored tape on the right cord makes life easier.2.  Don't assume you know which gel size will fit you best; make sure you try on all 3 gel sizes that come with these, as using the wrong size can dramatically decrease sound quality and comfort.  If your earbuds are uncomfortable or the sound quality does not meet your expectations, then you likely have the wrong size gel installed.  For myself, I automatically went with the smallest size because my ears are small, but those made the earbuds sound like cheap garbage.  It wasn't until I tried the next size up did I get the full quality of sound that these are designed for.  So pay attention to this, since it really matters.3.  These have a straight plug, not an L-shaped plug.  So you will need to be extra careful as a straight-plug design increases the amount of pressure both on the plug, and the headphone jack of your player.  This leads to frayed wires or a loosening of the headphone jack, or both, which ultimately lead to the classic problem of only one side having sound.4.  The cord is long - measures approximately 4 feet, 5 inches.5.  Burn-in works with these.  Slightly.Now, as for the build quality - I'm impressed.  They are not cheaply made earbuds, despite their low price.  The wires are nice and solid, and feel very well made - not flimsy or plastic-y.  The silicone gels (tips that go in your ear) are very soft and pliable, and even have the Skullcandy logo engraved on them.  Nice touch.They feel good, too.  Really good.  Both the material, and the way they fit my annoyingly small ears.  And they don't fall out constantly, although I do sometimes get the sensation that it's getting sucked into my left ear.And yes, these come with 3 different size gels.Sound is great.  These handle bass extremely well for mid-tier earbuds, and highs aren't so shrill and piercing as with other comparable brands.  Some of this really depends on your player, too.  Even between iPods, sound quality does differ.As far as functionality goes, I find I am able to run with these with no problem.  The wires do not get tangled, and you can easily adjust the split in them with an attached slider (that has 'Skullcandy' written on it in the corresponding colour), which I find very convenient.  I do not hear this thumping sound that others claim to hear from wire-movement, so I can't confirm that.The only things I dislike are the straight plug, and the lack of a case.  Otherwise, I am thoroughly impressed with Skullcandy.  The craftsmanship, the quality of sound, and all the little extras that Skullcandy does that really lets you know that they are paying attention, and that they care about their products and end-users.Worth every penny.UPDATE 12/31/2011 - My current pair has seen daily use for over a year now with no issues. ANSWERNOTFOUND",These have an excellent,"(7, 30)"
B000EPLP3C,not good,How is experience?,"It's so funny to read all the reviews here saying how awesome the Zune is. Microsoft is the best! Oh but the software needs a lot of work. I have a little factoid for all of you Microsoft fans, the Zune is made by Toshiba not Microsoft. That's why the hardware is nice. It's a Gigabeat. ONLY the software is brought to you by Microsoft. So it's no wonder that the only part of the whole experience to credit MS for is the substandard software. But hey, don't let the facts get in the way. And don't blame all the snickering iPhone users this summer for that fact that you fell for the Zune hype and bought 5-year late brick.Now go buy Vista! It's got candy colored buttons! ANSWERNOTFOUND",the Zune is made by Toshiba not Microsoft,"(194, 235)"
B001SER47O,grainy,How do you rate the video?,"My daughter ordered this with birthday money after researching cameras online. It was one of the cameras recommended by Ken Rockwell, and one of the few low-end digitals that still has an optical viewfinder. My pragmatic daughter insisted on this, since sometimes in bright light the LCD is hard to view.The camera is tiny! Even after seeing a picture of the camera hiding behind a credit card I was not prepared for how small it is! The buttons are recessed and the whole camera slips easily into a pocket without snagging on anything. Despite its small size, the LCD is easy to view, and the buttons are very usable.The second moment of awe was powering on. The camera turns on and off very quickly! Some other point-and-shoot digitals we've had have had a considerable delay before they are ready to shoot, extending the lens and running through the self-test of the software. This camera is not quite instantaneous, but it's very fast!The pictures are good quality, and it's easy to switch between photo and video mode. Another fun surprise was that the auto-focus places the camera in macro mode when you try to focus on something right in front of the lens. In short, the features of the camera are very well done.I can't comment on the battery life or sturdiness/durability because we've only had the camera for a short time and my daughter is fastidious about taking out the battery when she isn't actively using the camera. ANSWERNOTFOUND",fast!The pictures are good quality,"(934, 968)"
B000LRMS66,useless,How helpfull could be this unit?,"Like others have noted, the thing is perfect for the first few months and then the foam bottom gets less ""sticky"" over time. I don't use any armor all or anything but windex on the dash. The foam just loses its ability to grip. What helps is scratching the foam up to restore the grip. But...you can only do that so often before you are left with no more foam. ANSWERNOTFOUND",the thing is perfect for the first few months and then the foam bottom gets less,"(24, 104)"
B00DR0PDNE,easy to use,How is the device?,"This thing is awesome, I use Google chrome so setting this up was easy and its fun to share what you are doing on the screen with others. Or you can broadcast Netflix and other applications, Ive only used Netflix so far, and it works great, and its in HD.Make sure on your wireless setup that you have &#34;wireless isolation&#34; turned off. That will block the communication between your Chromecast and Laptop. I knew to check my router for this because I work in IT. This was not mentioned in the setup when I ran into issues. So keep this in mind. ANSWERNOTFOUND",This thing is awesome,"(0, 21)"
B003VAHYTG,rich,Is the bass sound the deepest ?,"I had these speakers for a little over a year and what can I say Logitech really put in work with this speaker system, you seriously can't be disappointed with them, their very loud,and bass is solid and powerful. I use them everyday listening to my music, watching movies, and playing games. It's THX Certified, you can't expect it to be nothing but excellent! ANSWERNOTFOUND",bass is solid and powerful,"(186, 212)"
B008OHNZI0,perfect,How is the product?,"One of the best screen protectors available on the market today. The quality is really outstanding and very easy to install. I like the way it looks on my iPhone screen, and the anti glare is superb! I highly recommend this product to anyone who asks, and the seller is excellent. The shipment is fast, the price is affordable, and they also come with lifetime warranty. I will definitely buy from this seller again, and will always get Tech Armor products. Thank you for having great quality items. ANSWERNOTFOUND",recommend this product to anyone,"(209, 241)"
B001OMGVII,important,What is the importance of that feature to you?,"Pros:Voice recognition that actually works!  Very impressive VR works well.Very simple, easy to use interface.Great value at current pricing.Sleek, compact design.Screen is bright and easy to read.Free map updates (within 60 days of first use)Software updated to fix issues recently. (v4.70)FM transmitter -- though depends on your car.  Also has audio out/headphone jack.Can download lots of freebies like new voices, new vehicles, games, and so on.  (Some of the games aren't too bad.)Useful Pedestrian mode and ""last location"" feature (where did I park my car?), off road (find your way back to car after hunting/hiking in woods) and so on.Can optimize multi-stop routes for speed and efficiency (would be great for deliveries, for example).On board HELP.Cons:No printed manual.  Garmin can't include a proper printed manual?  Shame. They included plenty of color advertising brochures, cards, and such.No A/C adapter (optional extra) -- but you can use most any A/C to USB adapter.Even with latest map update, some new businesses in my area and a large development site not listed.Remarks:I just got my 855 and am quite happy with it.  I've only used it for trips around town, so far, so I need more time to give it a thorough test, but I thought I would go ahead and post some information which may be helpful to some of you. My initial impressions are good.  The user interface is probably the easiest to use of any of my GPS devices.  Screen is bright and clear.  Everything works as expected.In local trips, the tracking seems very accurate, no issues there.  The volume is adequate, but could be better.  Using the FM transmitter worked well for me and had enough volume.  Background static was only objectionable when the volume was turned up loud.  Even better, I tried using a cassette adapter which worked very well and gave great sound.  However, most of the time I just used the internal voice and speakers and they were acceptable.The Voice Recognition (VR) is the hot feature for this unit and I found it to work very well.  Quite impressive, actually.  It required no ""training"" and had a high degree of accuracy.  It is the best VR I've seen yet on any portable device.  Good enough to actually be useful.  One prime example, I can use VR to ""Zoom In"" and ""Zoom Out"" (merely by saying those phrases) of the map while driving.  I also found it worked very well to find locations on the fly.  For example, you can say ""Find Nearest Mexican Restaurant"" and it will show a list, then you just pick (by saying the number) and ""Go!"" -- very handy!  For the current price, this feature alone is worth the price of admission.So far, the navigation and routing has been fine, but I need to do more testing.  Battery power is good (3-4 hours) and the ability to pop the unit out of the cradle and take with you to use on foot (think hiking, hunting, parks, large malls, etc.) and the  ""find my car"" feature are nice pluses.  The ""Where am I?"" is also a very easy and useful way to add locations to your favorites list.I'll come back and add more after I've had more time using the unit.  Some more comments and tips below.  [If you find this review useful, please click on the ""Was this review helpful to you?"" Yes (or No) below and feel free to leave a comment or ask a question.  I'll do my best to answer those that I can. Thanks!]Comments:Found satellites and had good location within five minutes right out of the box in my family room.  Good receiver.Replaceable battery!  Can buy additional spares if needed (hiking, for example).VR works right off the bat - no ""training"" required.  Very accurate in my experience so far. (No VR system is perfect.)Free Voice Studio software allows you to record your own voice prompts!  I can see mischievous minds at work already. ;)Fast route calculations -- overall pretty snappy and accurateGood ""MyGarmin"" web site with lots of extras, FAQs and support info.Has jack for an external GPS antenna/receiver, though I doubt you'll ever need it.  Might be helpful in some trucks.On screen touch keyboard works well and is easy to use.Lets you easily create and save routes at home before your trip!  Some units I've had made this very difficult.  Very nice feature that is simple and easy to use.  Can save up to 10 Routes, each route can have multiple destinations and via points.  Shows you distance and time of travel for each route saved.  Very flexible.  The 855 will optimize routes so you visit destinations in the most efficient order.  Kudos, Garmin!Has on board HELPTips:-- Audio out/headphone jack provide an alternate way to get audio.  Can use external powered speakers, for example.  Many new cars have an audio in jack which will give better sound than via FM transmitter.  I tried using a cassette adapter (such as used to play mp3's via car radio) plugged into headphone/audio out jack and it worked very well.-- I tried various A/C USB chargers and all worked fine.  At first unit will go into ""PC connected"" mode, but if you wait 30 seconds or so, it will then switch to ""normal"" mode and you can use it as you normally would.  Will charge battery fine.  These chargers can be found for as little as $5 sometimes.-- You can press and hold battery icon to see more detailed information, such as per cent charged and even core temps. (Diagnostic display)-- I saw a tip somewhere online on how to adjust the internal mike gain to improve VR by decreasing the sensitivity to background noise.  Will update later on this,-- While at home, you can easily set/save the location in favorites as ""Home"" (Overcomes common problem of house number locations being a bit off, which affects all GPS units, by the way.)-- Amazon camera case (item No. ??? , insert link) fits this unit perfectly and has belt loop for easy carry. (Will update this info later.)-- Cancel VR button on remote works as ""back"" button on menus, too.-- Use 128 CBR mp3's (constant bit rate) for best results.-- Minimize background noises when using VR for best results.  (True with most VR gear.)-- After you do the map update, you still need to go to myGramin dashboard and check for the new software update.  Follow the instructions very carefully.  Takes awhile, but it works and will verify the update once done.-- You can fold a paper plate to make a bonnet to shield unit from sun (heat) ad make the display easier to read in bright sunlight (though I had no problems with this).  Heat may be causing some of the lockups others here have experienced.  (Punch holes and use rubber band to secure.)-  In cases where a city or street name can not be understood, use the 'spell' option in VR mode and spell the name.8/5/2010 Update:  Used this on a road trip this past weekend (200 miles) and it performed very well.  So I can verify a few more things:1)  Extremely fast recalculations if you deviate from the planned route.  So fast, you might not even notice it.  Fastest of any unit I have used.2)  Very fast satellite lock when you stop (i.e. turn off the car and GPS) and restart.  It will be ready before you are!3)  I used the VR extensively and it worked very, very well.  I had no problems even with the radio on (low) and some noise in the car.  Yes, a sharp or loud background noise might cause you to have to repeat a command now and then, but this actually happened only rarely.  Most of the time, it simply worked.  I have not seen any other GPS with VR this good and this complete (in terms of supported functions).  This was the most important feature for me and I am very pleased with it.  You can truly use this GPS hands free nearly all of the time.  And most importantly, *all* the functions you need while driving are supported. (Like zooming, accessing turn info, searching for POI's and so on.)4)  This trip was one I have taken many times, so I know the various routes pretty well.  I like to drive down one way and come back a different way.  On the way back, it found a new, faster route on a tricky section.  At first, I thought it was misdirecting me, but when I checked and then followed the new route, it was indeed a bit shorter/faster than the way I normally go and on as good or better roads.5)  The estimated arrival times were right on the money.6)  I used the built-in speakers most of the time and they were loud enough for me.7)  Very easy to use, no problems or issues.  The only other GPS I've used this good cost twice as much. Excellent at the main job of getting you where you want to go. ANSWERNOTFOUND",Very impressive VR works well,"(45, 74)"
B0058UUR6E,great,How good is the image of this camera?,"I bought this by accident. I was supposed to buy the 248 version, the one with the speakers built in.Other than the fact there are no speakers the image is very good and you can use external speakers.I just pushed the wrong button.......... ANSWERNOTFOUND",the image is very good and you can use external speakers,"(143, 199)"
B0001FTVEK,light,Is this one a good headphone choice?,"I can concur with the majority of reviews which heavily influenced me in buying these phones. I had previously used wireless RCA and Sony. These R120's are easily the best I've owned and tremendous value, PROVIDING you don't move your head, as they too easily shift and fall off your bonce (London lingo for head...).I was aware this may be a problem, but having a head as big as mine, I thought that would not affect me, but it does! These phones are very comfortable and ideal for sitting or relaxing listening to your sound. But forget doing housework or washing up (the dishes to you yanks!!:).They should have made these to at least have fitted your head so you can move around. So to summarise; if you want great sound, go for these great performing phones, if you want to move your head, forget it! I don't have the hiss problem by the way some people have complained of.I'm still pleased I bought them, the performance is brilliant considering the price. ANSWERNOTFOUND",These phones are very comfortable,"(435, 468)"
B0058UUR6E,clear,Are the images of very good quality?,"I am still getting used to this monitor, but what I see so far I like. My only complaint would be that it is so automated that I find it hard to do the simple things like adjust position. I will learn but right now it is set to full aspect with no selection available for position. I also find that with my old eye's I have to use explorer in 125% view mode to see the characters. Not a big deal as there is plenty of viewing space for 99% of the web pages.The image and colors are great. I use with HDMI mode and wireless push2tv. (I can not recommend push2tv though.)I would purchase again. ANSWERNOTFOUND",HDMI,"(500, 504)"
B001V9LPT4,nice,How did you like the set?,"Yes, I have 6 set of headphones. Some are just better for special purposes. This Klipsch comes with me to the gym, the beach, and on hikes. It is very comfortable and stays put. Sound is great, although it lacks the bass from the large on ear sets. The clarity is great, never muddles anything, even when it is oversteered. My initial concerns with the thin wires has proven unfounded, as this set has endured very rough treatment without showing any signs of wear or degrading of sound. If I ever lose it; I would buy it again in a heartbeat. ANSWERNOTFOUND",I would buy it again,"(507, 527)"
B00DVFLJDS,sharp,How was the display?,"This is a review for Nexus 7 2013, 32 GB Wifi only model. This is a near perfect tab and what makes it even better is the price. It is light, perfect size which makes it so easy to hold it in your hand. Got a beautiful crisp display excellent brightness, great sound. The display is really great and you have to see it to feel the crispness and clarity. On the other hand this very same thing may not be so good for people with not so 20/20 vision. Fonts will seem smaller so be warned, though for me personally it is an excellent display.I have had this one for about 3 days now and battery life seems pretty good so far. I guess it is the combination of better hardware and the latest OS, but it feels so zippy and buttery smooth. My only gripe (well we do love to complain, dont we :-)). is that the top and bottom bezels, they make the tab look a bit weird shaped, like the iPhone 5, which I guess will take some getting used to. Other than that, it is best value for money, you can get right now. ANSWERNOTFOUND",The display is really great,"(268, 295)"
B008OHNZI0,good,How good is the finish?,"The sales people at the AT&T store put this on my iPhone 5S last night. They had never seen this brand before and were curious about it's quality, ease of use, thickness, look, etc. and were very impressed. I had an iPhone 5 with a Zag protector before and it didn't feel nearly as nice as this one does. I had no idea that it could make this much difference. Seems like a small thing, but when you feel this one, you will know what I'm talking about -- it feels great to the touch! And the matte finish is excellent. I highly recommend this product. ANSWERNOTFOUND",I had no idea that it could make this much difference,"(305, 358)"
B00001WRSJ,muddy,What did the bass became?,"Hello, This is my first review for the Sony MDR-V6 with CCAW Voice Coil.SoundFirst I would like to mention that these headphones sound pretty amazing. I've had bad headphones in the past that had terrible bass or treble, but for me its very well balanced. The only complaint about sound is that if you play any songs that has a lot of treble in it, it may not sound as comfortable in the high ranges. Some people mentioned about a &#34;boomy bass&#34; and I disagree. I think the bass is completely fine (I still need to go hear some hardcore bass drop of a dubstep though). I like bass a lot and I put my iPod with Bass Boost and it still sounds fine without being &#34;boomy&#34; or &#34;vibrating.&#34; I listened with my galaxy s4 and that sounded fine as well.ComfortSome people complained that the headband hurts while others say its comfortable. For me, It was pretty comfortable, but not as comfortable as I thought. At first, it's going to hurt the top of your head for a bit, but after you wear it for a couple of days the uncomfortable-ness goes away. Right now after 1 week, I don't complain about the headband at all. Just like any other over-ears it does get sweaty a bit, so don't wear it for too long unless you have air blowing in your face the whole time :P.BuildThe build is pretty solid, but the plastic on the sides makes it feel slightly cheap, but its not much to complain about. It's well built overall and it's portable which is a plus for me.AccessoriesIt comes with a bag that you can put your headphones in, which is pretty nice and unexpected. Also it comes with a 1/4&#34; screw on. Problem I had with this screw on is that when I took it back out, for whatever reason the 1/8&#34; connector bent in the middle slightly (maybe because I screwed it on too tight or something.) I just bent it back with the 1/4&#34; adapter putting it slightly in and bending it the other way and it was fine.OtherAnother thing I noticed was that the cable end doesn't really fit well into my s4 when it has its case on. I have to shove it in a little bit for it to go all the way in. Because it's also with a metal end(which makes it pretty solid instead of a cheap plastic one) I sometimes have problems connecting it to devices like the ipod and s4. But if you just give it a slight push then it should go all the way in. I wish the 1/8&#34; was a tiny bit longer so that it wouldn't have to be shoved in.Pros:- Great sound quality. For the most part balanced.- It's actually quite comfortable once you get used to it.- It's portable- It has the coiled wire so it doesn't tangle so easily- It comes with a convenient 1/4&#34; cable. I use it for my P-155 Yamaha Digital Piano.- It doesn't squish your ears, but isolates a lot of sound if you have sound running through the headphones.- Solid Metal endingCons:- High range in treble can get screechy (but that's if you go really high)- It is uncomfortable at first to the top of your head.- The wire is a little bit too long.- The metal end sometimes makes it uncomfortable to insert into devices like the iPod or your phone.tl;dr: it's very good product for headphones under $100. ANSWERNOTFOUND",This is my first review for the Sony MDR,"(7, 47)"
